time,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,Q,T (C),S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
30,0.0064999776372975,0.03919735692816242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007911801438170094,0.0020600655077335104,0.029295374440713895,0.0,4.907518631477801,15.357730341246558,10.702953742101997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.642932953581752,0.0,0.005023924511052969,178.42804370082013,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.004466591576857844,0.044620504417699165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007900328198107478,0.002004663730799771,0.03401314212523205,0.0,4.7591583522232,15.521829355903073,10.345825701618114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0184937380866,0.0,0.005071185406872834,177.80624329005317,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.00437884703507924,0.04344560587399753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007915159639225271,0.0017899406052511977,0.03372080327809777,0.0,4.194220151473795,17.68623587548232,9.027853336217229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.991720275777336,0.0,0.005297740348142813,177.0499623127848,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.005033520382665813,0.03730779815866179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007914601100495853,0.0017746673259821041,0.02940041722137973,0.0,4.170247872815688,15.938080882678266,8.941568521891176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.871969028067983,0.0,0.005337287498067729,156.36203790093003,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0014063945848392916,0.038378463061288455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007867492007970813,0.0020538771468446666,0.029362791251051,0.0,4.001404689845233,18.230544554253253,8.5064543989463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.138962325784615,0.0,0.005036042626339646,134.87521256853805,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0016590593872672394,0.04321734972254989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007963197195040907,0.0018730120733169377,0.029174434588772644,0.0,4.4476927368256165,16.469433455527035,9.649284599636372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.708358547058886,0.0,0.005286936261142469,179.4113340496183,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0008135321559956042,0.046871010078782194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007951174602943532,0.0021395600142704477,0.030411604962982123,0.0,4.122479502928324,17.14548269483487,8.875148834690501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.839181526676924,0.0,0.005016324443999573,175.37750017726668,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.004858898293029468,0.03532009202734499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008077393980272135,0.002143813420202604,0.03062584139598247,0.0,3.7525789788291353,16.680496454134595,8.05206671222817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.81272620878624,0.0,0.005137281080481187,185.47854597799525,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.007966013830661022,0.033608150129485696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007918493873526208,0.001904180511329,0.03175980529626624,0.0,4.322880612746757,15.391691822609046,9.352558148501119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.805995244212053,0.0,0.005230138497362584,190.87897695500752,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.011781408640871125,0.027563368638481522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007994883520241311,0.0017704129817934582,0.02963663613716275,0.0,4.064365210059751,15.85211961258085,8.750194960253964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.959743482767983,0.0,0.005423829961334834,197.94506097166922,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0019440822773628956,0.021363028263194167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008206700991837854,0.001584625745274448,0.016975877471232314,0.0,2.211921631209044,10.108136411014284,4.6318951112544395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.972843641003386,0.0,0.0057922424699669165,275.7840913620978,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.00041649150431541664,0.02001068954924828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008724145146249406,0.0021271072539638543,0.02155083389641195,0.0,1.9537602803015741,12.419329345802046,3.980776514262063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.363846585324545,0.0,0.00572547564930976,218.54033449224457,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.008148193354343521,0.028680486207226758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008506136228438146,0.0023827293405419793,0.02783331085734481,0.0,3.6108845457390726,16.087847536644855,7.730825685740029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.58119205246201,0.0,0.005273113940314844,185.22956277787503,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.014629431530918635,0.03037024818009954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007898539453673853,0.0017914614888004273,0.03261904515558869,0.0,4.15274076525206,17.451517087537173,8.932054541947782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.86018577432323,0.0,0.005298080708612281,177.6183912187794,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.006955443867183229,0.03968184508692258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007930162850864135,0.0019366649969041769,0.03021631289724276,0.0,3.8727160447950126,18.155517212872052,8.264741605745268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.150026383080554,0.0,0.005195204545218812,177.79139188565648,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.004473088557001042,0.031071903684781698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008325571068445396,0.002144786758777521,0.023024911100371356,0.0,2.9472797411968834,15.855589987640913,6.24192107314981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.890754753491157,0.0,0.005356988599299292,223.7669949507385,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0035466234951345415,0.0454099435922796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007963563221039062,0.002092511060093271,0.028108113976364688,0.0,4.627626469122758,16.86166802045996,10.009845005969899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.99478901775688,0.0,0.005089282280953583,177.3214148033894,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.004329424479127855,0.036080785932972086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007796606433381406,0.0018399459538715624,0.03043454524597315,0.0,3.762696511828248,18.3758581093509,7.957671839858879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.900325195060077,0.0,0.005195279278419333,158.1811589168591,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.026196574721792352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008948272598587083,0.002975397993889448,0.030926779802331758,0.0,2.723147009458705,16.60826613380034,5.632338646017591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.79815216804866,0.0,0.005143113118417979,167.24055789838437,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0009215760026165103,0.03784625187135331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007995723479145156,0.0018137534642920835,0.03120699926103721,0.0,3.8500529521295035,16.79485232466546,8.22804672537796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.647686854306176,0.0,0.00541402750209628,181.1917761603605,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0002122655524420104,0.03927266139000872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008114953524874688,0.0020301785786191458,0.030043257960194778,0.0,4.061948520641331,16.362347811678394,8.746395582958613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02996510708437,0.0,0.005299043196407292,182.26647650576754,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0051123418707763124,0.03585323413545884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007939440100024146,0.002121334064723104,0.03095634700212589,0.0,4.694085202979923,15.22704407495957,10.19926666738724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.182205491299552,0.0,0.005053097810450291,190.4656431506962,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.00035106422799645835,0.04436460989661436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00794245878975221,0.0020258067872970624,0.029043925538300614,0.0,4.663101642946995,16.638438806266453,10.091291382737642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.960758802672157,0.0,0.0051458526688173125,176.81558862544242,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0005237567716629896,0.0462592153785461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007971809415876593,0.001937709747556021,0.02897315177515429,0.0,4.236714907195705,17.188912686950715,9.113933224127429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.78224901643522,0.0,0.005259192746464489,182.57040394821342,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.004251794051025459,0.035952986775673205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008578804471464105,0.0024968570371041664,0.028847144546874075,0.0,3.4211422979780224,17.743956794772682,7.227731018095883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.784058230798582,0.0,0.0052812731372777815,162.4772080006306,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0011371576938837187,0.029564717147002113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008170874766209032,0.0021572808627359167,0.029472822697395987,0.0,3.4712934633576644,17.273402634188656,7.301957408106619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.33508357716535,0.0,0.005266062944631281,155.64818714531458,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.00035153326832828126,0.039450885150838756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007974809878913563,0.0019565783285256043,0.03095044084119424,0.0,4.208813787209695,16.91104137660201,9.04343772402472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.046489236530583,0.0,0.005272805896585833,175.35746266434458,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.002117930458806823,0.033936970820209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008049200294129354,0.0018871333288537396,0.027987456188433176,0.0,3.1524950431005148,16.510942557624755,6.636084721091571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.836345974138307,0.0,0.005408003781959562,190.5365384123221,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.002654329069966885,0.023191422518988217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008737040323515802,0.0021731620733803332,0.020229801775033533,0.0,2.238104334186548,12.243940023131143,4.66139094499201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81664558612338,0.0,0.00574524128074326,245.7266002532573,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0030155661645305,0.03172610641950082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00840621047654523,0.0023075174116047397,0.027568893883051407,0.0,3.2455432256603327,16.943436924243144,6.8327842676251445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.191675683533184,0.0,0.005321531057423938,173.17179228283052,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.008274771429206238,0.01872777391929899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008178555860659218,0.001607184790244,0.020334639353864866,0.0,2.179094516061152,12.930996760989698,4.517612850550068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.709087474100924,0.0,0.005785965330105094,280.5968003250386,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0008619386447163333,0.02059997006346698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008603301875234906,0.0018710108957605105,0.01869956323358306,0.0,2.141377050606492,10.948662790609708,4.408595217819197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.089674176037946,0.0,0.005919384123500896,236.75335139623635,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.016749544904117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009158676164169136,0.002176897017680333,0.01895898695002773,0.0,1.3989972203161092,11.502061523112156,2.811615960621642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.745349912226851,0.0,0.006086503227796354,249.2607547835598,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,3.745172149813542e-05,0.031211829948563852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00836692188858501,0.0020049381985800105,0.024427082044573726,0.0,2.5533964412486676,14.778159608325192,5.314331206629768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.620095175675864,0.0,0.005535163013151625,205.3050179799466,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0008194066106273334,0.02843898046865149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008036077508896542,0.0017990929743985729,0.027032194506623936,0.0,3.20853098449785,13.863431751015915,6.812529174559329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.167829885379989,0.0,0.005432076824154031,202.2831373263848,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.009509373390573938,0.0174798841866885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008076788116904854,0.0017166579637682084,0.024464469995110084,0.0,2.7428544371184973,13.737791211305675,5.76654242824583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.318841156211008,0.0,0.00554334976593325,228.57416487900056,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.005832471805815927,0.03162267081817849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008459504344439624,0.001883134614121302,0.020340520333158262,0.0,2.8993969640977677,12.324510939655097,6.188804119776573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.341046949769193,0.0,0.005696965761380583,270.6763781876609,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0025108086897418958,0.03835822262053698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008124413327452762,0.001980564641703844,0.029388952937975218,0.0,3.6738198273880673,16.43702403391143,7.842953918788794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.37771288342933,0.0,0.005293492184281198,193.79838892688167,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.002829170513621833,0.029691309082972014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008705709200068261,0.0022977455447069166,0.028583338954078028,0.0,2.8984556894640243,16.85423602150778,6.04588853073852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.920943458944087,0.0,0.005526827094788886,174.90028516398021,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0012525614498865311,0.028239032674224753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007973549897912541,0.001956533770762021,0.03142837261310221,0.0,3.689389285720097,16.37957079311288,7.820597691032979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.97026900010759,0.0,0.005225968453084927,161.27132102627976,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.001681761819962156,0.038824632679486354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007976453584950855,0.0018789456188725937,0.031230048281942927,0.0,3.717425185903782,16.45546116638993,7.9284924247808775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.902940030151637,0.0,0.0052907870550500105,181.75562851974178,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0008567898792084062,0.04153572673879872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007949922902363937,0.0018726834989749271,0.029523263646649343,0.0,3.878189523697962,17.274133490762612,8.295891805954215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.035366656323486,0.0,0.005271398767308594,194.87058154809768,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0020835630074971666,0.037941921361466464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008148822374514584,0.0020475837804875626,0.02878497764424624,0.0,3.6686445533187846,17.07693484594107,7.833545205037679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.74091277282025,0.0,0.005289408025286448,191.74399691743267,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0035198361015027087,0.03763489115153191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007985048761320354,0.001798689211081948,0.03004642980655131,0.0,3.660083048104356,15.772944455803817,7.801475151011719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.05842792874041,0.0,0.005390308326893532,195.0246302276172,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0010274241078224167,0.04857386520635395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007946331345781198,0.0020743882056947706,0.030136807230866782,0.0,4.549108851239704,17.11949403859557,9.81802602246843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.083472888041506,0.0,0.005087550875287239,182.61155790338373,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.001023304592355375,0.036173902085195345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008123640261175208,0.002160866940832448,0.027106247441202543,0.0,3.468853756706549,18.152224025588172,7.312427752772501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.361657902105147,0.0,0.005172939251211354,159.94173440385316,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.030810079608762055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00796524973183097,0.001917674730108198,0.02957353553208476,0.0,3.7241553330666495,15.785623342825055,7.884332351672846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.18574675418448,0.0,0.005292378605242437,157.29800386197343,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.005241818935648499,0.03385309077580587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007958295465961178,0.0020486976048485523,0.02920534299944201,0.0,4.210307452284475,17.982399413013578,9.036325471626801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.928908480995812,0.0,0.005145328613328427,173.92656938989694,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0026903313736356144,0.0396718113717149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007886371950796282,0.0018910800850643853,0.03048108572273522,0.0,4.082083802064548,16.806116433400202,8.749155879243592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.135574470908427,0.0,0.005227482753748052,187.12037731898283,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.006923746975434645,0.0410984878732275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007872336565792813,0.0018808328710902189,0.03145691742857775,0.0,4.661647673712374,17.52322771569769,10.058972315447445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.799059321486475,0.0,0.005233571424126489,173.1136717626962,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.002348379657240448,0.03853428582872639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00794457839506276,0.001946575649063677,0.03142353714128926,0.0,4.0401244008848245,16.940585472584825,8.636257686181215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.284755710333755,0.0,0.005236010071285448,185.7729393839464,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.005029825785595302,0.03812317918085962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007916511112389947,0.0018995323731364896,0.03273245298147053,0.0,4.37914456642651,16.856618178229578,9.42708104339133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.557621609684038,0.0,0.005261704121901928,187.700567291794,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.001763804383128521,0.030327302571370313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008559994218748593,0.002479064619982323,0.03111769847757905,0.0,3.0839360226356227,17.44604447618102,6.443062743460697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.195764622874872,0.0,0.005288099310512989,169.09723955757832,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0022064413490918647,0.021651753416968855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007897875749398865,0.0018906544027885311,0.030911054157310852,0.0,3.7182170661521083,15.635509701548008,7.831003242100408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.740483567178575,0.0,0.005282888089161354,161.45334058943837,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.012047043071392156,0.029258827680670698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008231981008832333,0.0023881684976042603,0.032310525610042266,0.0,3.3164301588350775,18.951453384512657,6.979540358890645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.42446468526886,0.0,0.005088230509087927,179.97790509181937,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.003569586947727146,0.04090296928620228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007879197885510093,0.0018627951227538438,0.029686625721886375,0.0,3.8898936642871575,18.21604726446464,8.274268075077293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.682653185556024,0.0,0.0052830751615970005,181.64389026948768,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.005267359901245552,0.03961934864314928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007865336871754417,0.001977899164995625,0.028277278386598197,0.0,4.571125222359613,17.545679007094055,9.833546157223065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.292465727151896,0.0,0.005161285171579323,176.71632812463017,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0018708456650317498,0.03547881298420969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007942095442964198,0.001897440990768802,0.03044588786117551,0.0,3.765731820610567,16.142624752378314,8.026594146227305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.169062921459417,0.0,0.005306215373393645,197.26239634028045,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.005133258457963604,0.0444286277947771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007900878953612718,0.0018537787099535833,0.03178674832445646,0.0,4.2401226804172945,18.19347112251025,9.070036900195872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.338234958695583,0.0,0.0053167841268674685,179.25944946926256,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.03313414493883613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007974714660254645,0.0019794617328076146,0.029674708825816593,0.0,3.808248240932068,16.3709257804726,8.0518199477743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.581361867379798,0.0,0.005271303827361188,165.94956520355035,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.02842367050756296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007927961546427999,0.0019667443189515937,0.028619862155637447,0.0,3.5775320056907454,17.42728321153824,7.505038833317411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.172184550717354,0.0,0.0052532081165217815,165.12758101984178,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0011439279423203959,0.03580259245147801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008596780939049687,0.002562034841379302,0.026506771170514126,0.0,3.5899759969077145,16.141962428038088,7.67399933596256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.900076527177688,0.0,0.005263710923304167,203.0207191609057,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0021396071670207813,0.03355404607781875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008018502435310824,0.0019068471002205,0.02719914787285656,0.0,2.915997396234338,15.154948643012604,6.113595221037891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.898369636991594,0.0,0.00536551304133799,222.71132639027678,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0014244826736351352,0.032018121739913155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009065900787676386,0.002508338869306521,0.021117501859329074,0.0,2.498631138216932,13.535994373610551,5.26769951025697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.871910547940468,0.0,0.005731338751042145,259.706835159584,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
